user_id,movie_id,timestamp
0,0,964982703
0,2,964981247
0,4,964982224
0,41,964983815
0,43,964982931
0,80,964980868
0,87,964982176
0,106,964984041
0,111,964984100
0,117,964983650
0,159,964981208
0,169,964981179
0,173,964980908
0,192,964981680
0,245,964981179
0,260,964982563
0,266,964980962
0,269,964982588
0,274,964981710
0,321,964980868
0,334,964981909
0,345,964982346
0,381,964984002
0,395,964981179
0,401,964982653
0,402,964984153
0,420,964982546
0,421,964982271
0,422,964983793
0,425,964982838
0,432,964982931
0,455,964982838
0,489,964982400
0,526,964980499
0,584,964982475
0,588,964981529
0,602,964982176
0,605,964983614
0,616,964983219
0,647,964982681
0,648,964982876
0,649,964982791
0,652,964982855
0,654,964982653
0,655,964982791
0,662,964981179
0,665,964982400
0,671,964980924
0,675,964981680
0,679,964981327
0,687,964982951
0,688,964984018
0,690,964983484
0,695,964981680
0,711,964982513
0,718,964981327
0,748,964981827
0,749,964981872
0,750,964981827
0,757,964983737
0,759,964983250
0,761,964980499
0,764,964982951
0,765,964981855
0,771,964981909
0,773,964981909
0,775,964984018
0,777,964983618
0,789,964983723
0,805,964981442
0,814,964983599
0,819,964983705
0,824,964982290
0,827,964983414
0,831,964982703
0,840,964981909
0,846,964984086
0,872,964983393
0,943,964980875
0,960,964980985
0,963,964981107
0,974,964982620
0,982,964982290
0,986,964982346
0,1007,964982951
0,1009,964983056
0,1011,964983504
0,1069,964981125
0,1085,964981230
0,1091,964981404
0,1095,964983034
0,1096,964983056
0,1139,964981780
0,1144,964981497
0,1164,964982176
0,1177,964981710
0,1194,964982211
0,1199,964981710
0,1205,964984176
0,1210,964980523
0,1218,964981888
0,1219,964982903
0,1225,964982563
0,1226,964982791
0,1230,964981747
0,1232,964982400
0,1248,964982838
0,1258,964982838
0,1261,964982653
0,1262,964982838
0,1264,964982588
0,1269,964981725
0,1277,964982529
0,1278,964982876
0,1293,964982791
0,1295,964982791
0,1297,964982838
0,1298,964981725
0,1311,964981710
0,1316,964981680
0,1326,964981710
0,1356,964982989
0,1358,964982310
0,1367,964983664
0,1393,964983263
0,1411,964983861
0,1420,964982462
0,1436,964983123
0,1442,964981093
0,1449,964982310
0,1464,964982242
0,1478,964982620
0,1484,964983414
0,1488,964982588
0,1495,964984169
0,1501,965719662
0,1509,964981278
0,1524,964982242
0,1532,964981265
0,1547,964981888
0,1551,964983000
0,1559,964981144
0,1570,964983080
0,1575,964980523
0,1581,964982377
0,1582,964982620
0,1583,964983393
0,1584,964983414
0,1585,964983393
0,1604,964981855
0,1609,964980985
0,1619,964983414
0,1647,964982703
0,1663,964981710
0,1677,964980523
0,1690,964980868
0,1699,964981680
0,1712,964982703
0,1720,964982290
0,1740,964981872
0,1742,964982176
0,1743,964982191
0,1744,964981888
0,1750,964983282
0,1764,964983034
0,1766,964982495
0,1770,964982271
0,1771,964982242
0,1773,964980896
0,1796,964983762
0,1797,964982791
0,1808,964981208
0,1809,964984086
0,1815,964981872
0,1868,964983873
0,1883,964982495
0,1930,964981107
0,1949,964983536
0,2002,964983484
0,2032,964981799
0,2033,964981799
0,2034,964982328
0,2039,964984054
0,2041,964981144
0,2059,964981725
0,2064,964981775
0,2089,964982271
0,2117,964980668
0,2131,964980683
0,2145,964982271
0,2156,964981589
0,2178,964983737
0,2179,964981909
0,2196,964982363
0,2203,964982417
0,2206,964980694
0,2232,964981855
0,2238,964981220
0,2342,964982903
0,2776,964984002
1,245,1445715029
1,1056,1445715228
1,2117,1445714885
1,3330,1445714952
1,4273,1445715013
1,4311,1445715064
1,4558,1445715141
1,4609,1445714980
1,4733,1445715154
1,4884,1445714926
1,4948,1445714841
1,4978,1445715340
1,4992,1445715172
1,5095,1445715166
1,5160,1445715189
1,5518,1445714966
1,5607,1445714882
1,5713,1445715272
1,5803,1445714851
2,547,1306463611
2,986,1306464003
2,1364,1306463631
2,1687,1306463925
2,1792,1306464054
2,2179,1306463603
2,2581,1306463770
2,2819,1306463718
2,2996,1306463708
2,2998,1306464021
2,3044,1306463825
2,3319,1306463670
2,3602,1306464036
2,3619,1306463684
2,3858,1306463993
2,4799,1306463815
3,84,986848784
3,95,964622758
3,116,945078571
3,128,964622565
3,158,945079078
3,170,964622684
3,192,945079259
3,196,964538468
3,234,945079182
3,253,964538500
3,256,945629063
3,259,964622786
3,275,945078690
3,334,945079259
3,343,945174290
3,354,945079872
3,390,945078636
3,418,945079670
3,422,964539986
3,432,964540008
3,477,986935230
3,522,945079106
3,560,964622714
3,563,964623347
3,564,945079653
3,567,945078446
3,569,945079837
3,573,945173902
3,575,945173989
3,577,945173902
3,579,945079670
3,584,945079521
3,585,945173602
3,593,964538571
3,649,945079232
3,663,945173654
3,675,945079483
3,676,945173692
3,679,986934696
3,683,945079259
3,685,964539723
3,699,964539723
3,718,986934625
3,735,964539180
3,741,964538500
3,748,964538763
3,749,964538763
3,755,945174025
3,764,945079729
3,770,964539961
3,776,964539326
